org_id,name
https://openalex.org/I122411786,California Institute of Technology
https://openalex.org/I53012624,Joint BioEnergy Institute
https://openalex.org/I2799786008,Glenn Research Center
https://openalex.org/I87216513,Michigan State University
https://openalex.org/I1329765538,Universities Space Research Association
https://openalex.org/I4210158408,Matrix Research (United States)
https://openalex.org/I164213776,King's College - North Carolina
https://openalex.org/I32389192,University of Alabama at Birmingham
https://openalex.org/I4402554120,Rutgers New Jersey Medical School
https://openalex.org/I204730241,Université Paris Cité
https://openalex.org/I4210154111,Université Gustave Eiffel
https://openalex.org/I189158943,University of Milan
https://openalex.org/I21491767,Aix-Marseille Université
https://openalex.org/I42934936,Dublin City University
https://openalex.org/I4432739,University of Bergen
https://openalex.org/I32971472,Yale University
https://openalex.org/I219388962,University of Wrocław
https://openalex.org/I4210134201,IRCCS Istituto Auxologico Italiano
https://openalex.org/I4210153126,Istituti di Ricovero e Cura a Carattere Scientifico
https://openalex.org/I149704539,Deakin University
https://openalex.org/I43439940,University of Southampton
https://openalex.org/I4210118929,Southampton Children's Hospital
https://openalex.org/I31512782,Technische Universität Darmstadt
https://openalex.org/I4210100795,Northern Ireland Hospice
https://openalex.org/I909854389,London School of Economics and Political Science
https://openalex.org/I205051169,Kingston University
https://openalex.org/I1343180700,Intel (United States)
https://openalex.org/I4210114790,Wessex Academic Health Science Network (United Kingdom)
